timestamp,iso_time,mode,armed,lat,lng,heading,sog_knots,battery_v,state,gate_x,error_px
1785923998.471,2026-08-05 16:59:58,GUIDED,False,-7.9262264,112.594866,152.11,0.0,0.0,IDLE,,
1785923998.620,2026-08-05 16:59:58,GUIDED,False,-7.9262264,112.594866,152.11,0.0,0.0,IDLE,,
1785923998.758,2026-08-05 16:59:58,GUIDED,False,-7.9262264,112.594866,152.11,0.0,0.0,IDLE,,
1785923998.911,2026-08-05 16:59:58,GUIDED,False,-7.9262264,112.594866,152.11,0.0,0.0,IDLE,,
1785923999.065,2026-08-05 16:59:59,GUIDED,False,-7.9262264,112.594866,152.11,0.0,0.0,IDLE,,
1785923999.208,2026-08-05 16:59:59,GUIDED,False,-7.9262264,112.594866,152.11,0.0,0.0,IDLE,,
1785923999.355,2026-08-05 16:59:59,GUIDED,False,-7.9262264,112.594866,152.11,0.0,0.0,IDLE,,
1785923999.510,2026-08-05 16:59:59,GUIDED,False,-7.9262264,112.594866,152.11,0.0,0.0,IDLE,,
1785923999.661,2026-08-05 16:59:59,GUIDED,False,-7.9262264,112.594866,152.12,0.0,0.0,IDLE,,
1785923999.809,2026-08-05 16:59:59,GUIDED,False,-7.9262264,112.594866,152.12,0.0,0.0,IDLE,,
1785923999.953,2026-08-05 16:59:59,GUIDED,False,-7.9262264,112.594866,152.12,0.0,0.0,START,,
1785924000.124,2026-08-05 17:00:00,GUIDED,True,-7.9262264,112.594866,152.12,0.0,0.0,START,375,55
1785924000.272,2026-08-05 17:00:00,GUIDED,True,-7.9262264,112.594866,152.12,0.0,0.0,START,,
1785924000.441,2026-08-05 17:00:00,GUIDED,True,-7.9262264,112.594866,152.12,0.0,0.0,START,374,54
1785924000.605,2026-08-05 17:00:00,GUIDED,True,-7.9262264,112.594866,152.13,0.0,0.0,START,375,55
1785924000.742,2026-08-05 17:00:00,GUIDED,True,-7.9262264,112.594866,152.13,0.0,0.0,START,375,55
1785924000.924,2026-08-05 17:00:00,GUIDED,True,-7.9262264,112.594866,152.13,0.0,0.0,START,376,56
1785924001.079,2026-08-05 17:00:01,GUIDED,True,-7.9262264,112.594866,152.13,0.0,0.0,START,376,56
