timestamp,iso_time,mode,armed,lat,lng,heading,sog_knots,battery_v,state,gate_x,error_px
1785927218.654,2026-08-05 17:53:38,GUIDED,False,-7.9262642,112.5948679,152.06,0.0,0.0,IDLE,,
1785927218.801,2026-08-05 17:53:38,GUIDED,False,-7.9262643,112.5948676,152.07,0.0,0.0,IDLE,,
1785927218.958,2026-08-05 17:53:38,GUIDED,False,-7.926264,112.5948675,152.05,0.0,0.0,IDLE,,
1785927219.108,2026-08-05 17:53:39,GUIDED,False,-7.926264,112.5948675,152.05,0.0,0.0,IDLE,,
1785927219.255,2026-08-05 17:53:39,GUIDED,False,-7.9262636,112.5948666,152.05,0.0,0.0,IDLE,,
1785927219.399,2026-08-05 17:53:39,GUIDED,False,-7.9262633,112.5948666,152.06,0.0,0.0,IDLE,,
1785927219.549,2026-08-05 17:53:39,GUIDED,False,-7.9262635,112.5948664,152.05,0.0,0.0,IDLE,,
1785927219.707,2026-08-05 17:53:39,GUIDED,False,-7.9262636,112.5948654,152.08,0.0,0.0,IDLE,,
1785927219.854,2026-08-05 17:53:39,GUIDED,False,-7.9262636,112.5948654,152.08,0.0,0.0,IDLE,,
1785927219.998,2026-08-05 17:53:39,GUIDED,False,-7.9262638,112.594865,152.07,0.0,0.0,IDLE,,
1785927220.155,2026-08-05 17:53:40,GUIDED,False,-7.9262638,112.594865,152.08,0.0,0.0,IDLE,,
1785927220.303,2026-08-05 17:53:40,GUIDED,False,-7.9262646,112.5948665,152.07,0.0,0.0,IDLE,,
1785927220.454,2026-08-05 17:53:40,GUIDED,False,-7.9262646,112.5948665,152.05,0.0,0.0,IDLE,,
1785927220.604,2026-08-05 17:53:40,GUIDED,False,-7.9262647,112.5948685,152.05,0.0,0.0,IDLE,,
1785927220.758,2026-08-05 17:53:40,GUIDED,False,-7.9262645,112.5948702,152.08,0.0,0.0,IDLE,,
1785927220.902,2026-08-05 17:53:40,GUIDED,False,-7.9262645,112.5948731,152.06,0.0,0.0,IDLE,,
1785927221.049,2026-08-05 17:53:41,GUIDED,False,-7.9262645,112.5948731,152.07,0.0,0.0,IDLE,,
